MJD;Year;Month;Day;Type;x_pole;sigma_x_pole;y_pole;sigma_y_pole;x_rate;sigma_x_rate;y_rate;sigma_y_rate;Type;UT1-UTC;sigma_UT1-UTC;LOD;sigma_LOD;Type;dPsi;sigma_dPsi;dEpsilon;sigma_dEpsilon;dX;sigma_dX;dY;sigma_dY
43441.00;1977;10;25;;0.236981;0.015000;0.132481;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1381964;0.0019000;0.0034470;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43442.00;1977;10;26;;0.234582;0.015000;0.129082;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1415896;0.0019000;0.0033330;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43443.00;1977;10;27;;0.231982;0.015000;0.125882;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1448677;0.0019000;0.0032130;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43444.00;1977;10;28;;0.229382;0.015000;0.122682;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1480149;0.0019000;0.0030830;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43445.00;1977;10;29;;0.226782;0.015000;0.119482;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1510290;0.0019000;0.0029690;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43446.00;1977;10;30;;0.224083;0.015000;0.116483;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1539521;0.0019000;0.0028720;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43447.00;1977;10;31;;0.221383;0.015000;0.113483;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1567963;0.0019000;0.0028190;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43448.00;1977;11;01;;0.218583;0.015000;0.110583;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1596034;0.0019000;0.0028060;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43449.00;1977;11;02;;0.215783;0.015000;0.107683;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1624306;0.0019000;0.0028430;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43450.00;1977;11;03;;0.212984;0.015000;0.104984;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1653027;0.0019000;0.0029160;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43451.00;1977;11;04;;0.210084;0.015000;0.102284;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1682729;0.0019000;0.0030180;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43452.00;1977;11;05;;0.207184;0.015000;0.099584;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1713450;0.0019000;0.0031390;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43453.00;1977;11;06;;0.204185;0.015000;0.097085;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1745521;0.0019000;0.0032640;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43454.00;1977;11;07;;0.201185;0.015000;0.094585;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1778783;0.0019000;0.0033840;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43455.00;1977;11;08;;0.198185;0.015000;0.092185;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1813194;0.0019000;0.0034680;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43456.00;1977;11;09;;0.195185;0.015000;0.089785;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1848046;0.0019000;0.0034940;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43457.00;1977;11;10;;0.192086;0.015000;0.087586;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1882837;0.0019000;0.0034540;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43458.00;1977;11;11;;0.188986;0.015000;0.085286;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1916959;0.0019000;0.0033630;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43459.00;1977;11;12;;0.185786;0.015000;0.083086;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1950050;0.0019000;0.0032530;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43460.00;1977;11;13;;0.182586;0.015000;0.080986;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.1982091;0.0019000;0.0031640;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43461.00;1977;11;14;;0.179387;0.015000;0.078887;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2013493;0.0019000;0.0031260;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43462.00;1977;11;15;;0.176187;0.015000;0.076887;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2044794;0.0019000;0.0031440;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43463.00;1977;11;16;;0.172887;0.015000;0.074987;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2076516;0.0019000;0.0031910;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43464.00;1977;11;17;;0.169588;0.015000;0.072988;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2108767;0.0019000;0.0032580;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43465.00;1977;11;18;;0.166288;0.015000;0.071088;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2141629;0.0019000;0.0032990;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43466.00;1977;11;19;;0.162888;0.015000;0.069288;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2174640;0.0019000;0.0033080;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43467.00;1977;11;20;;0.159488;0.015000;0.067488;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2207572;0.0019000;0.0032690;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43468.00;1977;11;21;;0.156089;0.015000;0.065689;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2239883;0.0019000;0.0031920;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43469.00;1977;11;22;;0.152589;0.015000;0.063989;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2271404;0.0019000;0.0030950;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43470.00;1977;11;23;;0.149089;0.015000;0.062189;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2301746;0.0019000;0.0029710;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43471.00;1977;11;24;;0.145589;0.015000;0.060489;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2330817;0.0019000;0.0028420;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43472.00;1977;11;25;;0.141990;0.015000;0.058890;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2358629;0.0019000;0.0027250;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43473.00;1977;11;26;;0.138390;0.015000;0.057190;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2385380;0.0019000;0.0026310;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43474.00;1977;11;27;;0.134790;0.015000;0.055590;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2411352;0.0019000;0.0025790;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43475.00;1977;11;28;;0.131091;0.015000;0.053991;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2437093;0.0019000;0.0025620;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43476.00;1977;11;29;;0.127391;0.015000;0.052491;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2462824;0.0019000;0.0025930;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43477.00;1977;11;30;;0.123691;0.015000;0.050891;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2488956;0.0019000;0.0026480;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43478.00;1977;12;01;;0.119991;0.015000;0.049391;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2515897;0.0019000;0.0027430;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43479.00;1977;12;02;;0.116192;0.015000;0.047892;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2543879;0.0019000;0.0028470;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43480.00;1977;12;03;;0.112392;0.015000;0.046392;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2572970;0.0019000;0.0029690;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43481.00;1977;12;04;;0.108592;0.015000;0.044992;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2603252;0.0019000;0.0030950;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43482.00;1977;12;05;;0.104692;0.015000;0.043592;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2634793;0.0019000;0.0031980;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43483.00;1977;12;06;;0.100893;0.015000;0.042193;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2667095;0.0019000;0.0032730;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43484.00;1977;12;07;;0.096993;0.015000;0.040893;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2699986;0.0019000;0.0033050;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43485.00;1977;12;08;;0.093093;0.015000;0.039493;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2732927;0.0019000;0.0032850;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43486.00;1977;12;09;;0.089194;0.015000;0.038294;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2765679;0.0019000;0.0032410;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43487.00;1977;12;10;;0.085294;0.015000;0.036994;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2797760;0.0019000;0.0031980;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43488.00;1977;12;11;;0.081394;0.015000;0.035894;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2829652;0.0019000;0.0031900;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43489.00;1977;12;12;;0.077494;0.015000;0.034694;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2861733;0.0019000;0.0032470;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43490.00;1977;12;13;;0.073595;0.015000;0.033595;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2894775;0.0019000;0.0033540;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43491.00;1977;12;14;;0.069695;0.015000;0.032595;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2928796;0.0019000;0.0034620;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43492.00;1977;12;15;;0.065695;0.015000;0.031595;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2964058;0.0019000;0.0035660;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43493.00;1977;12;16;;0.061796;0.015000;0.030696;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.2999979;0.0019000;0.0036200;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43494.00;1977;12;17;;0.057896;0.015000;0.029796;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3036210;0.0019000;0.0036170;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43495.00;1977;12;18;;0.053996;0.015000;0.028996;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3072182;0.0019000;0.0035630;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43496.00;1977;12;19;;0.050096;0.015000;0.028196;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3107373;0.0019000;0.0034690;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43497.00;1977;12;20;;0.046197;0.015000;0.027597;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3141505;0.0019000;0.0033480;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43498.00;1977;12;21;;0.042297;0.015000;0.026897;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3174416;0.0019000;0.0032240;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43499.00;1977;12;22;;0.038397;0.015000;0.026397;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3206028;0.0019000;0.0031000;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43500.00;1977;12;23;;0.034597;0.015000;0.025897;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3236489;0.0019000;0.0029970;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43501.00;1977;12;24;;0.030698;0.015000;0.025598;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3265971;0.0019000;0.0029150;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43502.00;1977;12;25;;0.026898;0.015000;0.025198;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3295002;0.0019000;0.0028790;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43503.00;1977;12;26;;0.022998;0.015000;0.024998;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3323783;0.0019000;0.0028790;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43504.00;1977;12;27;;0.019199;0.015000;0.024899;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3352605;0.0019000;0.0029030;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43505.00;1977;12;28;;0.015399;0.015000;0.024799;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3381936;0.0019000;0.0029650;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43506.00;1977;12;29;;0.011599;0.015000;0.024799;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3411978;0.0019000;0.0030480;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43507.00;1977;12;30;;0.007899;0.015000;0.024899;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3442809;0.0019000;0.0031280;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43508.00;1977;12;31;;0.004100;0.015000;0.025000;0.015000;0.000000;0.000000;0.000000;0.000000;;-0.3474531;0.0019000;0.0032130;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43509.00;1978;01;01;;0.000400;0.015000;0.025300;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6492998;0.0019000;0.0032780;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43510.00;1978;01;02;;-0.003400;0.015000;0.025600;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6459906;0.0019000;0.0033130;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43511.00;1978;01;03;;-0.007100;0.015000;0.025900;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6426775;0.0019000;0.0033170;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43512.00;1978;01;04;;-0.010799;0.015000;0.026401;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6393814;0.0019000;0.0032710;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43513.00;1978;01;05;;-0.014499;0.015000;0.026901;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6361472;0.0019000;0.0032010;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43514.00;1978;01;06;;-0.018199;0.015000;0.027501;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6329911;0.0019000;0.0031210;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43515.00;1978;01;07;;-0.021898;0.015000;0.028202;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6298989;0.0019000;0.0030620;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43516.00;1978;01;08;;-0.025598;0.015000;0.028902;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6268418;0.0019000;0.0030600;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43517.00;1978;01;09;;-0.029298;0.015000;0.029702;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6237586;0.0019000;0.0031250;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43518.00;1978;01;10;;-0.032898;0.015000;0.030602;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6205895;0.0019000;0.0032170;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43519.00;1978;01;11;;-0.036597;0.015000;0.031503;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6173233;0.0019000;0.0033110;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43520.00;1978;01;12;;-0.040297;0.015000;0.032503;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6139692;0.0019000;0.0033800;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43521.00;1978;01;13;;-0.043997;0.015000;0.033603;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6105830;0.0019000;0.0033820;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43522.00;1978;01;14;;-0.047697;0.015000;0.034703;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6072239;0.0019000;0.0033350;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43523.00;1978;01;15;;-0.051396;0.015000;0.035804;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6039358;0.0019000;0.0032460;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43524.00;1978;01;16;;-0.055196;0.015000;0.037004;0.015000;0.000000;0.000000;0.000000;0.000000;;0.6007496;0.0019000;0.0031340;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43525.00;1978;01;17;;-0.058896;0.015000;0.038304;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5976695;0.0019000;0.0030170;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43526.00;1978;01;18;;-0.062595;0.015000;0.039605;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5947233;0.0019000;0.0028990;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43527.00;1978;01;19;;-0.066395;0.015000;0.041005;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5918642;0.0019000;0.0028010;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43528.00;1978;01;20;;-0.070095;0.015000;0.042405;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5891000;0.0019000;0.0027440;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43529.00;1978;01;21;;-0.073895;0.015000;0.043805;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5863729;0.0019000;0.0027150;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43530.00;1978;01;22;;-0.077594;0.015000;0.045306;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5836677;0.0019000;0.0027140;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43531.00;1978;01;23;;-0.081394;0.015000;0.046906;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5809336;0.0019000;0.0027600;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43532.00;1978;01;24;;-0.085094;0.015000;0.048406;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5781365;0.0019000;0.0028260;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43533.00;1978;01;25;;-0.088894;0.015000;0.050006;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5752633;0.0019000;0.0029240;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43534.00;1978;01;26;;-0.092593;0.015000;0.051707;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5722862;0.0019000;0.0030320;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43535.00;1978;01;27;;-0.096393;0.015000;0.053307;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5692010;0.0019000;0.0031350;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43536.00;1978;01;28;;-0.100093;0.015000;0.055007;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5660219;0.0019000;0.0032280;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43537.00;1978;01;29;;-0.103792;0.015000;0.056708;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5627657;0.0019000;0.0032880;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43538.00;1978;01;30;;-0.107492;0.015000;0.058408;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5594696;0.0019000;0.0033070;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43539.00;1978;01;31;;-0.111092;0.015000;0.060208;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5561644;0.0019000;0.0032870;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43540.00;1978;02;01;;-0.114692;0.015000;0.061908;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5528953;0.0019000;0.0032490;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43541.00;1978;02;02;;-0.118291;0.015000;0.063709;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5496701;0.0019000;0.0032000;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43542.00;1978;02;03;;-0.121891;0.015000;0.065509;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5464890;0.0019000;0.0031660;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43543.00;1978;02;04;;-0.125391;0.015000;0.067409;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5433149;0.0019000;0.0031810;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43544.00;1978;02;05;;-0.128791;0.015000;0.069209;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5401087;0.0019000;0.0032510;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43545.00;1978;02;06;;-0.132190;0.015000;0.071110;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5367946;0.0019000;0.0033920;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43546.00;1978;02;07;;-0.135590;0.015000;0.073010;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5333264;0.0019000;0.0035480;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43547.00;1978;02;08;;-0.138890;0.015000;0.074910;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5296943;0.0019000;0.0036880;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43548.00;1978;02;09;;-0.142189;0.015000;0.076811;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5259551;0.0019000;0.0037890;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43549.00;1978;02;10;;-0.145289;0.015000;0.078811;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5221490;0.0019000;0.0038210;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43550.00;1978;02;11;;-0.148489;0.015000;0.080711;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5183328;0.0019000;0.0037920;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43551.00;1978;02;12;;-0.151489;0.015000;0.082711;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5145787;0.0019000;0.0037120;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43552.00;1978;02;13;;-0.154488;0.015000;0.084812;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5109255;0.0019000;0.0036150;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43553.00;1978;02;14;;-0.157388;0.015000;0.086812;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5073584;0.0019000;0.0035120;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43554.00;1978;02;15;;-0.160288;0.015000;0.088912;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5038952;0.0019000;0.0034370;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43555.00;1978;02;16;;-0.163088;0.015000;0.091012;0.015000;0.000000;0.000000;0.000000;0.000000;;0.5004831;0.0019000;0.0033810;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43556.00;1978;02;17;;-0.165787;0.015000;0.093213;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4971110;0.0019000;0.0033620;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43557.00;1978;02;18;;-0.168487;0.015000;0.095413;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4937468;0.0019000;0.0033750;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43558.00;1978;02;19;;-0.171087;0.015000;0.097613;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4903477;0.0019000;0.0034280;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43559.00;1978;02;20;;-0.173586;0.015000;0.099914;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4868775;0.0019000;0.0035070;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43560.00;1978;02;21;;-0.176086;0.015000;0.102214;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4833234;0.0019000;0.0035830;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43561.00;1978;02;22;;-0.178486;0.015000;0.104514;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4797062;0.0019000;0.0036540;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43562.00;1978;02;23;;-0.180886;0.015000;0.106914;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4760161;0.0019000;0.0037260;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43563.00;1978;02;24;;-0.183185;0.015000;0.109415;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4722489;0.0019000;0.0037810;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43564.00;1978;02;25;;-0.185485;0.015000;0.111915;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4684548;0.0019000;0.0038020;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43565.00;1978;02;26;;-0.187685;0.015000;0.114415;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4646716;0.0019000;0.0037750;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43566.00;1978;02;27;;-0.189885;0.015000;0.117015;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4609295;0.0019000;0.0037020;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43567.00;1978;02;28;;-0.191984;0.015000;0.119716;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4572814;0.0019000;0.0036030;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43568.00;1978;03;01;;-0.193984;0.015000;0.122416;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4537292;0.0019000;0.0034900;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43569.00;1978;03;02;;-0.195984;0.015000;0.125216;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4502961;0.0019000;0.0033890;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43570.00;1978;03;03;;-0.197983;0.015000;0.128017;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4469499;0.0019000;0.0033230;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43571.00;1978;03;04;;-0.199883;0.015000;0.130917;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4436448;0.0019000;0.0033080;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43572.00;1978;03;05;;-0.201683;0.015000;0.133817;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4403166;0.0019000;0.0033560;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
43573.00;1978;03;06;;-0.203483;0.015000;0.136817;0.015000;0.000000;0.000000;0.000000;0.000000;;0.4369185;0.0019000;0.0034350;0.0007000;;;;;;0.000000;0.001989;0.000000;0.002000
